All calculations,Synchronous Generator 1,Synchronous Generator 2,Synchronous Generator 3
"Time in s","Reactive Power in Mvar","Reactive Power in Mvar","Reactive Power in Mvar"
6.3626,0.5719,0.5719,0.5663
6.3726,0.5720,0.5720,0.5663
6.3826,0.5720,0.5720,0.5663
6.3926,0.5720,0.5720,0.5663
6.4026,0.5720,0.5720,0.5663
6.4126,0.5720,0.5720,0.5663
6.4226,0.5720,0.5720,0.5663
6.4326,0.5720,0.5720,0.5663
6.4426,0.5720,0.5720,0.5663
6.4526,0.5720,0.5720,0.5663
6.4626,0.5720,0.5720,0.5663
6.4726,0.5720,0.5720,0.5663
6.4826,0.5720,0.5720,0.5663
6.4926,0.5719,0.5719,0.5664
6.5026,0.5719,0.5719,0.5664
6.5126,0.5719,0.5719,0.5664
6.5226,0.5719,0.5719,0.5664
6.5326,0.5719,0.5719,0.5664
6.5426,0.5719,0.5719,0.5665
6.5526,0.5719,0.5719,0.5665
6.5626,0.5719,0.5719,0.5665
6.5726,0.5719,0.5719,0.5665
6.5826,0.5719,0.5719,0.5666
6.5926,0.5719,0.5719,0.5666
6.6026,0.5719,0.5719,0.5666
6.6126,0.5719,0.5719,0.5666
6.6226,0.5719,0.5719,0.5667
6.6326,0.5719,0.5719,0.5667
6.6426,0.5718,0.5718,0.5667
6.6526,0.5718,0.5718,0.5667
6.6626,0.5718,0.5718,0.5668
6.6726,0.5718,0.5718,0.5668
6.6826,0.5718,0.5718,0.5668
