All calculations,Synchronous Generator 1,Synchronous Generator 2,Synchronous Generator 3
"Time in s","Reactive Power in Mvar","Reactive Power in Mvar","Reactive Power in Mvar"
4.3526,0.3197,0.3197,0.3197
4.3626,0.3197,0.3197,0.3197
4.3726,0.3197,0.3197,0.3197
4.3826,0.3197,0.3197,0.3197
4.3926,0.3197,0.3197,0.3197
4.4026,0.3197,0.3197,0.3197
4.4126,0.3197,0.3197,0.3197
4.4226,0.3197,0.3197,0.3197
4.4326,0.3197,0.3197,0.3197
4.4426,0.3197,0.3197,0.3197
4.4526,0.3196,0.3196,0.3196
4.4626,0.3196,0.3196,0.3196
4.4726,0.3196,0.3196,0.3196
4.4826,0.3196,0.3196,0.3196
4.4926,0.3196,0.3196,0.3196
4.5026,0.3196,0.3196,0.3196
4.5126,0.3196,0.3196,0.3196
4.5226,0.3196,0.3196,0.3196
4.5326,0.3196,0.3196,0.3196
4.5426,0.3196,0.3196,0.3196
4.5526,0.3196,0.3196,0.3196
4.5626,0.3196,0.3196,0.3196
4.5726,0.3196,0.3196,0.3196
4.5826,0.3196,0.3196,0.3196
4.5926,0.3196,0.3196,0.3196
4.6026,0.3196,0.3196,0.3196
4.6126,0.3196,0.3196,0.3196
4.6226,0.3196,0.3196,0.3196
4.6326,0.3196,0.3196,0.3196
4.6426,0.3196,0.3196,0.3196
4.6526,0.3196,0.3196,0.3196
4.6626,0.3196,0.3196,0.3196
4.6726,0.3196,0.3196,0.3196
4.6826,0.3196,0.3196,0.3196
4.6926,0.3196,0.3196,0.3196
4.7026,0.3196,0.3196,0.3196
4.7126,0.3196,0.3196,0.3196
4.7226,0.3196,0.3196,0.3196
4.7326,0.3196,0.3196,0.3196
4.7426,0.3196,0.3196,0.3196
4.7526,0.3196,0.3196,0.3196
4.7626,0.3196,0.3196,0.3196
4.7726,0.3196,0.3196,0.3196
4.7826,0.3196,0.3196,0.3196
4.7926,0.3196,0.3196,0.3196
4.8026,0.3196,0.3196,0.3196
4.8126,0.3196,0.3196,0.3196
4.8226,0.3195,0.3195,0.3195
4.8326,0.3195,0.3195,0.3195
4.8426,0.3195,0.3195,0.3195
4.8526,0.3195,0.3195,0.3195
4.8626,0.3195,0.3195,0.3195
4.8726,0.3195,0.3195,0.3195
4.8826,0.3195,0.3195,0.3195
4.8926,0.3195,0.3195,0.3195
4.9026,0.3195,0.3195,0.3195
4.9126,0.3195,0.3195,0.3195
4.9226,0.3195,0.3195,0.3195
4.9326,0.3195,0.3195,0.3195
4.9426,0.3195,0.3195,0.3195
4.9526,0.3195,0.3195,0.3195
4.9626,0.3195,0.3195,0.3195
4.9726,0.3195,0.3195,0.3195
4.9826,0.3195,0.3195,0.3195
4.9926,0.3195,0.3195,0.3195
5.0026,0.3195,0.3195,0.3195
5.0126,0.3195,0.3195,0.3195
5.0226,0.3195,0.3195,0.3195
5.0326,0.3195,0.3195,0.3195
5.0426,0.3195,0.3195,0.3195
5.0526,0.3195,0.3195,0.3195
5.0626,0.3195,0.3195,0.3195
5.0726,0.3195,0.3195,0.3195
5.0826,0.3195,0.3195,0.3195
5.0926,0.3195,0.3195,0.3195
5.1026,0.3195,0.3195,0.3195
5.1126,0.3195,0.3195,0.3195
5.1226,0.3195,0.3195,0.3195
5.1326,0.3195,0.3195,0.3195
5.1426,0.3195,0.3195,0.3195
5.1526,0.3195,0.3195,0.3195
5.1626,0.3195,0.3195,0.3195
5.1726,0.3195,0.3195,0.3195
5.1826,0.3195,0.3195,0.3195
5.1926,0.3195,0.3195,0.3195
5.2026,0.3195,0.3195,0.3195
5.2126,0.3195,0.3195,0.3195
5.2226,0.3195,0.3195,0.3195
5.2326,0.3195,0.3195,0.3195
5.2426,0.3195,0.3195,0.3195
5.2526,0.3195,0.3195,0.3195
5.2626,0.3195,0.3195,0.3195
5.2726,0.3195,0.3195,0.3195
5.2826,0.3195,0.3195,0.3195
5.2926,0.3195,0.3195,0.3195
5.3026,0.3195,0.3195,0.3195
5.3126,0.3195,0.3195,0.3195
5.3226,0.3195,0.3195,0.3195
